time,open,high,low,close,tick_volume,spread,real_volume
2017-01-03 01:00:00+00:00,1150.96,1152.51,1149.52,1150.46,3091.0,0,0.0
2017-01-03 02:00:00+00:00,1150.46,1151.77,1149.73,1150.89,4555.0,0,0.0
2017-01-03 03:00:00+00:00,1150.8,1156.91,1150.47,1156.23,3748.0,0,0.0
2017-01-03 04:00:00+00:00,1156.23,1158.81,1155.0,1157.31,3400.0,0,0.0
2017-01-03 05:00:00+00:00,1157.31,1157.5,1156.12,1157.01,2880.0,0,0.0
2017-01-03 06:00:00+00:00,1157.01,1157.6,1156.89,1157.49,2739.0,0,0.0
2017-01-03 07:00:00+00:00,1157.49,1158.11,1156.73,1157.9,3524.0,0,0.0
2017-01-03 08:00:00+00:00,1157.9,1158.78,1157.18,1157.63,3596.0,0,0.0
2017-01-03 09:00:00+00:00,1157.63,1157.63,1151.96,1153.23,6775.0,0,0.0
2017-01-03 10:00:00+00:00,1153.23,1154.53,1150.63,1151.63,8859.0,0,0.0
2017-01-03 11:00:00+00:00,1151.63,1152.06,1147.72,1148.26,9720.0,0,0.0
2017-01-03 12:00:00+00:00,1148.26,1148.64,1146.74,1146.87,7558.0,0,0.0
2017-01-03 13:00:00+00:00,1146.87,1148.87,1146.1,1148.67,7387.0,0,0.0
2017-01-03 14:00:00+00:00,1148.67,1149.07,1147.3,1148.76,5676.0,0,0.0
2017-01-03 15:00:00+00:00,1148.79,1151.41,1148.58,1150.73,9135.0,0,0.0
2017-01-03 16:00:00+00:00,1150.74,1155.58,1146.8,1153.8,12007.0,0,0.0
2017-01-03 17:00:00+00:00,1153.8,1155.97,1147.97,1154.96,15470.0,0,0.0
2017-01-03 18:00:00+00:00,1155.01,1164.39,1153.54,1160.4,15239.0,0,0.0
2017-01-03 19:00:00+00:00,1160.43,1162.91,1158.65,1162.09,8161.0,0,0.0
2017-01-03 20:00:00+00:00,1162.0,1163.55,1159.3,1159.49,7827.0,0,0.0
2017-01-03 21:00:00+00:00,1159.43,1160.35,1158.95,1159.14,5197.0,0,0.0
2017-01-03 22:00:00+00:00,1159.17,1159.65,1156.77,1159.33,6302.0,0,0.0
2017-01-03 23:00:00+00:00,1159.32,1159.88,1158.11,1158.67,1939.0,0,0.0
2017-01-04 01:00:00+00:00,1158.49,1159.26,1157.0,1157.2,2319.0,0,0.0
2017-01-04 02:00:00+00:00,1157.16,1158.37,1156.3,1157.08,2898.0,0,0.0
2017-01-04 03:00:00+00:00,1157.17,1158.62,1156.19,1157.56,3915.0,0,0.0
2017-01-04 04:00:00+00:00,1157.56,1160.9,1157.56,1160.81,6605.0,0,0.0
2017-01-04 05:00:00+00:00,1160.81,1161.62,1159.32,1161.23,8451.0,0,0.0
2017-01-04 06:00:00+00:00,1161.23,1161.71,1160.11,1160.25,5650.0,0,0.0
2017-01-04 07:00:00+00:00,1160.25,1161.72,1159.77,1161.58,4520.0,0,0.0
2017-01-04 08:00:00+00:00,1161.58,1163.4,1161.07,1162.3,5870.0,0,0.0
2017-01-04 09:00:00+00:00,1162.34,1163.32,1161.26,1161.67,6858.0,0,0.0
2017-01-04 10:00:00+00:00,1161.58,1164.4,1160.84,1163.32,11019.0,0,0.0
2017-01-04 11:00:00+00:00,1163.32,1167.91,1163.14,1165.43,9337.0,0,0.0
2017-01-04 12:00:00+00:00,1165.45,1166.41,1164.52,1165.39,7920.0,0,0.0
2017-01-04 13:00:00+00:00,1165.4,1167.6,1165.03,1165.46,8783.0,0,0.0
2017-01-04 14:00:00+00:00,1165.41,1166.36,1164.0,1165.58,7101.0,0,0.0
2017-01-04 15:00:00+00:00,1165.58,1167.92,1163.08,1164.27,11851.0,0,0.0
2017-01-04 16:00:00+00:00,1164.28,1165.94,1162.19,1165.07,13485.0,0,0.0
2017-01-04 17:00:00+00:00,1165.16,1166.57,1163.62,1165.59,12488.0,0,0.0
2017-01-04 18:00:00+00:00,1165.59,1165.7,1163.26,1165.16,8744.0,0,0.0
2017-01-04 19:00:00+00:00,1165.16,1167.32,1164.74,1164.97,5521.0,0,0.0
2017-01-04 20:00:00+00:00,1164.94,1166.1,1163.91,1164.11,7040.0,0,0.0
2017-01-04 21:00:00+00:00,1164.11,1166.77,1160.73,1162.84,9242.0,0,0.0
2017-01-04 22:00:00+00:00,1162.84,1164.33,1162.62,1163.57,5822.0,0,0.0
2017-01-04 23:00:00+00:00,1163.61,1164.43,1162.64,1163.12,2305.0,0,0.0
2017-01-05 01:00:00+00:00,1163.82,1165.91,1162.95,1165.88,2316.0,0,0.0
2017-01-05 02:00:00+00:00,1165.89,1172.55,1165.88,1171.77,9473.0,0,0.0
2017-01-05 03:00:00+00:00,1171.7,1172.94,1170.14,1171.28,8990.0,0,0.0
2017-01-05 04:00:00+00:00,1171.28,1172.91,1170.9,1172.43,6765.0,0,0.0
2017-01-05 05:00:00+00:00,1172.35,1174.33,1172.35,1173.4,6732.0,0,0.0
2017-01-05 06:00:00+00:00,1173.4,1173.87,1173.04,1173.57,3617.0,0,0.0
2017-01-05 07:00:00+00:00,1173.57,1177.62,1173.39,1175.21,9517.0,0,0.0
2017-01-05 08:00:00+00:00,1175.21,1179.06,1174.4,1178.58,7964.0,0,0.0
