time,open,high,low,close,tick_volume,spread,real_volume
2016-01-04 00:00:00+00:00,1062.52,1083.54,1061.67,1074.46,92740.0,0,0.0
2016-01-05 00:00:00+00:00,1073.53,1082.11,1072.71,1077.45,81552.0,0,0.0
2016-01-06 00:00:00+00:00,1077.13,1095.27,1075.05,1093.56,99283.0,0,0.0
2016-01-07 00:00:00+00:00,1093.6,1110.19,1091.47,1108.84,127130.0,0,0.0
2016-01-08 00:00:00+00:00,1108.87,1113.19,1092.23,1104.41,132342.0,0,0.0
2016-01-11 00:00:00+00:00,1104.32,1108.59,1093.65,1094.09,120988.0,0,0.0
2016-01-12 00:00:00+00:00,1094.39,1099.24,1083.53,1086.9,111412.0,0,0.0
2016-01-13 00:00:00+00:00,1087.09,1095.57,1079.85,1093.28,100506.0,0,0.0
2016-01-14 00:00:00+00:00,1093.5,1095.38,1071.47,1078.15,124199.0,0,0.0
2016-01-15 00:00:00+00:00,1078.93,1097.41,1076.33,1088.67,148504.0,0,0.0
2016-01-18 00:00:00+00:00,1089.64,1093.32,1087.57,1088.99,79142.0,0,0.0
2016-01-18 02:00:00+00:00,1090.41,1091.29,1090.04,1090.73,3896.0,0,0.0
2016-01-18 03:00:00+00:00,1090.73,1093.04,1090.59,1091.19,6509.0,0,0.0
2016-01-18 04:00:00+00:00,1091.19,1092.72,1090.58,1092.63,4470.0,0,0.0
2016-01-18 05:00:00+00:00,1092.67,1093.32,1091.75,1091.86,3365.0,0,0.0
2016-01-18 06:00:00+00:00,1091.86,1092.45,1091.61,1092.38,2399.0,0,0.0
2016-01-18 07:00:00+00:00,1092.37,1092.51,1090.31,1090.32,4567.0,0,0.0
2016-01-18 08:00:00+00:00,1090.34,1090.79,1089.53,1089.95,4399.0,0,0.0
2016-01-18 09:00:00+00:00,1089.95,1091.3,1088.91,1090.38,4414.0,0,0.0
2016-01-18 10:00:00+00:00,1090.42,1090.46,1087.57,1088.69,6563.0,0,0.0
2016-01-18 11:00:00+00:00,1088.76,1091.82,1088.63,1091.28,5805.0,0,0.0
2016-01-18 12:00:00+00:00,1091.28,1092.28,1089.86,1090.53,6403.0,0,0.0
2016-01-18 13:00:00+00:00,1090.53,1090.91,1089.25,1089.82,4976.0,0,0.0
2016-01-18 14:00:00+00:00,1089.82,1090.75,1089.71,1090.46,4509.0,0,0.0
2016-01-18 15:00:00+00:00,1090.45,1091.53,1089.63,1089.91,3673.0,0,0.0
2016-01-18 16:00:00+00:00,1089.91,1090.32,1088.73,1089.12,5042.0,0,0.0
2016-01-18 17:00:00+00:00,1089.16,1089.9,1088.89,1089.09,2249.0,0,0.0
2016-01-18 18:00:00+00:00,1089.09,1089.69,1088.78,1089.43,2697.0,0,0.0
2016-01-18 19:00:00+00:00,1089.42,1089.69,1088.5,1088.99,1921.0,0,0.0
2016-01-19 01:00:00+00:00,1088.84,1089.59,1088.55,1088.55,905.0,0,0.0
2016-01-19 02:00:00+00:00,1088.54,1089.91,1088.35,1088.41,2566.0,0,0.0
2016-01-19 03:00:00+00:00,1088.46,1088.94,1085.45,1085.79,5362.0,0,0.0
2016-01-19 04:00:00+00:00,1085.79,1090.53,1085.7,1089.99,5698.0,0,0.0
2016-01-19 05:00:00+00:00,1089.97,1090.74,1089.45,1089.79,4194.0,0,0.0
2016-01-19 06:00:00+00:00,1089.74,1089.83,1088.18,1088.28,3239.0,0,0.0
2016-01-19 07:00:00+00:00,1088.3,1089.11,1087.73,1088.77,4558.0,0,0.0
2016-01-19 08:00:00+00:00,1088.79,1089.54,1088.36,1088.83,3453.0,0,0.0
2016-01-19 09:00:00+00:00,1088.84,1090.37,1087.63,1090.26,5699.0,0,0.0
2016-01-19 10:00:00+00:00,1090.25,1094.65,1089.73,1092.82,7520.0,0,0.0
2016-01-19 11:00:00+00:00,1092.87,1093.07,1088.83,1088.95,7072.0,0,0.0
2016-01-19 12:00:00+00:00,1089.0,1089.24,1086.43,1087.27,5985.0,0,0.0
2016-01-19 13:00:00+00:00,1087.27,1088.1,1082.54,1084.09,5120.0,0,0.0
2016-01-19 14:00:00+00:00,1084.15,1087.04,1083.73,1084.75,6956.0,0,0.0
2016-01-19 15:00:00+00:00,1084.8,1087.41,1084.5,1086.16,8352.0,0,0.0
2016-01-19 16:00:00+00:00,1086.14,1088.65,1085.69,1086.31,11358.0,0,0.0
2016-01-19 17:00:00+00:00,1086.36,1086.97,1083.55,1086.36,13810.0,0,0.0
2016-01-19 18:00:00+00:00,1086.36,1087.29,1085.05,1087.11,10774.0,0,0.0
2016-01-19 19:00:00+00:00,1087.09,1090.15,1086.12,1089.41,6296.0,0,0.0
2016-01-19 20:00:00+00:00,1089.37,1090.77,1088.63,1090.05,4625.0,0,0.0
2016-01-19 21:00:00+00:00,1090.05,1091.8,1087.61,1087.61,4595.0,0,0.0
2016-01-19 22:00:00+00:00,1087.61,1088.65,1086.78,1087.23,4754.0,0,0.0
2016-01-19 23:00:00+00:00,1087.2,1087.6,1086.47,1087.37,778.0,0,0.0
2016-01-20 01:00:00+00:00,1087.49,1088.3,1087.48,1087.87,724.0,0,0.0
2016-01-20 02:00:00+00:00,1087.85,1090.08,1087.85,1089.5,2167.0,0,0.0
2016-01-20 03:00:00+00:00,1089.5,1092.09,1089.36,1091.58,5382.0,0,0.0
2016-01-20 04:00:00+00:00,1091.58,1091.79,1090.16,1090.99,4138.0,0,0.0
2016-01-20 05:00:00+00:00,1090.99,1093.53,1090.87,1092.67,3789.0,0,0.0
2016-01-20 06:00:00+00:00,1092.6,1093.79,1091.86,1092.53,2966.0,0,0.0
2016-01-20 07:00:00+00:00,1092.65,1093.04,1091.13,1091.29,3504.0,0,0.0
2016-01-20 08:00:00+00:00,1091.28,1092.93,1091.23,1092.09,3518.0,0,0.0
2016-01-20 09:00:00+00:00,1092.09,1094.94,1092.08,1094.16,8327.0,0,0.0
2016-01-20 10:00:00+00:00,1094.04,1096.82,1093.52,1095.44,9306.0,0,0.0
2016-01-20 11:00:00+00:00,1095.49,1097.0,1093.03,1093.34,8133.0,0,0.0
2016-01-20 12:00:00+00:00,1093.33,1095.18,1093.05,1094.82,6356.0,0,0.0
2016-01-20 13:00:00+00:00,1094.88,1095.41,1094.1,1095.17,4276.0,0,0.0
2016-01-20 14:00:00+00:00,1095.16,1102.8,1094.63,1101.67,8094.0,0,0.0
2016-01-20 15:00:00+00:00,1101.66,1103.09,1097.89,1099.62,11417.0,0,0.0
2016-01-20 16:00:00+00:00,1099.61,1102.26,1097.2,1101.12,11387.0,0,0.0
2016-01-20 17:00:00+00:00,1101.13,1103.15,1099.59,1102.07,9622.0,0,0.0
2016-01-20 18:00:00+00:00,1102.07,1104.14,1100.91,1103.45,7029.0,0,0.0
2016-01-20 19:00:00+00:00,1103.53,1109.68,1103.07,1105.9,7941.0,0,0.0
2016-01-20 20:00:00+00:00,1105.72,1106.9,1103.99,1104.56,5909.0,0,0.0
2016-01-20 21:00:00+00:00,1104.55,1105.21,1102.51,1103.46,6950.0,0,0.0
2016-01-20 22:00:00+00:00,1103.51,1103.83,1099.47,1101.74,5244.0,0,0.0
2016-01-20 23:00:00+00:00,1101.74,1101.75,1100.81,1100.97,938.0,0,0.0
2016-01-21 01:00:00+00:00,1100.93,1102.27,1099.45,1099.53,1723.0,0,0.0
2016-01-21 02:00:00+00:00,1099.23,1099.74,1097.3,1098.85,3763.0,0,0.0
2016-01-21 03:00:00+00:00,1098.76,1101.15,1098.76,1099.76,5479.0,0,0.0
2016-01-21 04:00:00+00:00,1099.76,1100.51,1099.31,1099.37,3258.0,0,0.0
